2083138768	0.292216203486	1990	2122	0.642857142857
1268323896	1.05995260664	2001	843	0.166666666667
2028041310	1.14832869081	1999	717	0.5
228583806	0.788650892235	1990	2538	1.0
104489385	1.4402866242	1978	1412	0.833333333333
2132767702	1.56014604151	1960	1300	0.5
2221750859	0.389529220779	1953	769	0.571428571429
2271651299	0.253381893861	1978	1921	0.666666666667
2191793748	4.31499312242	1986	726	1.0
2153923168	4.01211911357	1999	360	0.333333333333
2155749153	9.59529411765	1998	254	0.333333333333
2130848692	0.20991815118	1962	2746	0.833333333333
802464625	0.224890130679	1989	2642	0.555555555556
2110818429	0.60260756193	1968	2064	0.222222222222
2065108530	0.230618414751	1983	7423	0.333333333333
2283863175	0.19447761194	1961	3349	0.666666666667
1719477802	0.307091622204	1999	2176	0.333333333333
2130874684	0.386965108624	1994	1084	0.833333333333
2262468728	4.49598163031	1997	870	0.25
2310950501	1.30738362761	1999	177	0.5
2147215243	0.473852957435	1952	5024	0.333333333333
323941202	1.39026123074	2002	1306	0.25
2097494134	0.347900990099	1974	2019	0.714285714286
260065295	0.379244444444	1994	1124	0.5
389185148	0.350931677019	1994	735	1.0
2123475927	1.43621784859	1985	872	0.428571428571
2282301678	0.32958669945	1972	1970	0.666666666667
2090150330	0.755465587045	1983	1899	0.75
248769468	1.77135360116	1996	1841	0.357142857143
2232440131	4.12241484185	1982	821	0.5
40496052	8.09423786546	1995	270	0.166666666667
1975136075	34.5837765957	1988	187	1.0
2238109927	0.221117899152	1993	996	0.384615384615
2051074051	0.425937966115	1988	2376	0.666666666667
2145971669	0.453800464452	1961	3731	0.636363636364
2130693175	0.866425286232	1963	928	0.333333333333
2202017631	0.258010680908	1986	1497	0.923076923077
2075797902	4.46210268949	2000	408	0.333333333333
2303104501	1.34853667807	1984	876	0.909090909091
41450931	0.172403846154	1969	2079	0.866666666667
2297161272	1.68838862559	1988	210	1.0
1011247586	0.423605051665	1983	3483	1.0
2297621101	1.09863945578	1996	636	0.428571428571
597499179	8.54865771812	1996	595	0.857142857143
1009181140	0.747706422018	1999	217	0.333333333333
2095785356	1.028101945	1969	993	0.833333333333
676095782	0.614886731392	1997	308	0.0
1986159374	0.367836815498	1982	9428	0.571428571429
37742912	0.65529822335	1999	1575	1.0
2195048431	0.336623005119	1970	16199	0.666666666667
1904762569	1.1582590177	1991	682	0.25
2037827473	0.234242709313	1956	3188	0.5
2143171560	0.372901342018	1959	3237	0.625
