7B4FD8B4	terumasa ehara	1990
7EC7C458	zhiyi song	2014
19330AB3	y mouchanov	1967
482DF136	christopher pinchak	2006
805E7686	lanbo she	2013
85752136	vincenzo lombardo	1996
80C05C88	xuan wang	2012
75F8DA28	vishal goyal	2011
7D9E4F17	xianling mao	2012
7681B38E	chris mellish	2013
8625AA71	nancy mccracken	2014
7FE3855D	stefan bott	2012
7F89D09C	sonja niesen	1998
7D06A6DD	ulrich schafer	2003
6CAE97ED	richard goodrum	2000
8248EF86	katia lida kermanidis	2004
7F00B90F	helmut schmid	1994
7D5A1D1B	andrew finch	1998
778B3E6F	thomas eigner	2006
8624935B	stephan textscvogel	2007
7FDAE5E5	danielle l mowery	2014
2140D602	eamonn obrienstrain	2010
7E7A2095	julia ritz	2009
82BE175F	craig jones	1994
7E2A3BAD	colleen richey	2004
7D8F8263	hideharu nakajima	2002
7D5FBD03	bo xu	2005
80509AFE	chengxiang zhai	1996
7D5348CA	shingo takada	1994
08F8122B	patricio martinezbarco	2001
719B0FD4	evgeny matusov	2004
84296687	fang liu	2000
7D20A106	david twomey	2003
7F2D36C6	thomas j hoeft	2005
7FF16F76	shingo kuroiwa	2006
7864BA48	mirella lapata	2004
7BF26A70	martin riedl	2012
75ADA503	mirella lapata	2003
7E5FDD9B	longhua qian	2008
84CBE8E1	taehwan kim	2010
7F7E13AB	saib mansour	2007
110398AA	mohamed albadrashiny	2014
7CECD80C	warren a hunt	2006
7D33FAA5	dan gillick	2015
81E1090A	che wilcox	2002
81EE2BCF	amit bagga	1998
588365C8	ignacio thayer	2006
812FA418	robin l hill	2014
7E123A25	wenjie li	2006
01604664	mukda suktarachan	2002
7C2E1741	mohamed amir yosef	2011
862A717A	arne mauser	2009
04496041	gabriella vigliocco	2012
802D5A35	lara taylor	2004
815CF785	siaw fong chung	2003
6096808E	davide fossati	2005
862809E5	japanese pos	2013
8636FE3C	hideki nakayama	2015
811DFAE9	mohamed abdel fattah	2006
814C9F98	matthew broadhead	2007
22119BDA	sylvaine nugier	1997
816C9B3D	yuzo marukawa	2003
76662372	jun xie	2011
0EFB8630	linda kaouane	2001
0C6779A9	farah benamara zitoune	2013
824E583C	eric iverson	1991
