2128089183	5028	1995
1994300298	6334	2001
1127138732	6738	1997
2266146563	9410	1995
1996284917	21489	1997
2298923789	6398	1999
2009606337	7782	1996
2323120808	5044	1995
2145824728	19785	1995
355242886	6063	2000
2103031072	10502	2001
2309260435	5236	2000
2089024055	9092	1996
1982169065	5567	1998
2138160959	15067	1995
2118801278	8946	1995
1976577749	6894	1995
2068001265	10765	1999
2307674106	23269	1998
736109251	8079	1995
150728569	7175	1997
2109790455	9280	1999
2124883576	5340	1995
24945368	10634	1997
2108756541	5622	2000
1536378997	11671	1996
2011655659	5301	1999
2150365002	7347	2000
2184028660	5717	1995
2053101140	11391	1999
1270708332	12663	2001
2261418390	10072	1997
2086422019	5701	1995
2157622037	5619	1997
1993006328	6867	1995
2165412067	5746	1995
2140490509	7474	1996
139299652	7394	1996
1887306512	6983	1996
2001160045	7281	2001
687488280	7166	1996
2093416323	5914	2000
2042485724	8368	1997
1767924676	5301	2000
9808421	5121	1996
1970085957	6465	2001
66551594	5841	1995
665466900	8721	1999
1909747623	6429	2000
330149059	5007	2000
1422935874	17859	1998
2099675352	5392	1999
2174325412	6163	1997
868815493	37238	1997
245202325	5145	2000
2121580758	5584	1999
1971196887	5371	1996
2110330663	5260	1996
2099402891	8908	1995
2012765339	8496	1999
1918344368	6203	1995
577668700	9447	1996
122901208	5734	1995
2039711875	5348	1997
337341218	9621	1996
2284741222	5215	1995
1965419320	5845	1995
1889382382	5735	2001
2168638215	5131	2001
2303040408	5641	2001
166771321	7018	1995
1724274259	7979	2001
30689654	14330	1998
2011819992	5517	1998
1999438148	5588	1998
675839396	5555	1995
1982298389	6254	2001
288488138	5993	1998
2085767126	7687	1997
2125072195	5849	1996
1271484699	6004	1995
1459615554	9277	2000
2144929218	6367	1996
47580988	6353	1996
2050858739	5558	1996
368046975	5834	1996
174712684	5311	1996
2226909921	7469	2001
268806328	5802	1996
2223982835	5586	2000
2149185471	6240	1998
2129599225	6738	1995
2021745024	11355	1995
498662105	8390	2001
2167399168	5285	1997
2097551061	5270	2000
300734593	8867	1997
271023826	15398	2001
315463299	5491	2000
2083498251	10749	1999
2114854442	15271	1995
610238476	35641	1996
2163151367	7337	1996
1975899429	9335	2000
998481940	8482	1995
2225962390	9164	1995
2084918975	6032	1995
2136110804	5232	2001
2086012036	13618	1996
2038216534	6647	1997
2104501861	8343	1995
2170628721	9194	1997
354326833	9620	1995
2094707210	9799	1999
2104847353	11737	1996
2006609831	5802	2000
116710219	10712	1997
134707954	11261	2001
2174070411	5763	1999
1897232619	5507	1999
1935513772	6496	2000
2016432970	7832	1995
1966234543	12392	2000
2122189410	6602	2000
1965883356	8401	1997
2165345165	5710	2000
2069648243	7589	1997
2156380904	8878	1996
2067664957	7659	1995
298876012	5010	1996
906998533	6051	2001
2136346518	7985	1995
564596533	6257	2000
2146591951	9179	1998
743931734	8509	1999
317809295	6541	1998
1233243272	8687	1996
158324797	7114	2000
2207861915	9384	1999
2095891233	6713	2001
2135742532	10572	1996
2044267245	7720	1998
2172903482	7923	2000
1985667727	7656	2001
499903789	5601	1996
1456319100	8888	1999
2114440726	11046	2001
2254494231	5115	1995
190228929	10815	1999
96358963	5783	1999
2037653994	5971	1996
2116851785	5061	1995
2072470518	7232	1995
16280402	17977	1996
2075947045	6565	2000
283611775	9097	1995
2128028716	7257	1995
665834459	5628	1997
2094956982	12704	1997
302146823	7682	1998
1498240281	8610	2001
2238232005	6895	2000
2119244895	5350	2000
1784694816	17015	2000
120484454	5491	1998
2426088	5219	1996
2153915795	6759	2001
1987581072	7590	1997
1998136094	21522	1996
313891959	8699	2000
107509039	5355	1995
2136377969	19296	1999
1511965833	7233	1995
181130058	7026	1999
2076865530	10586	2000
2281826614	9234	1998
1968711889	5660	1996
688454740	17611	1996
1924281933	6371	1995
2078459163	14920	1996
2106202363	6708	1996
335205715	7672	1996
2310347481	5493	1998
1457689885	8365	2000
715546794	8444	1997
2083869862	10711	1996
2049818869	7169	1996
2147779349	8104	1996
2010116062	10524	2001
326453187	5950	1995
2198039525	7177	1995
166913908	10450	1997
2101305921	8039	1995
1975548010	6823	1996
46454811	5991	1999
2029053518	5777	1995
209062161	5722	1999
2087648487	6545	2001
2120081505	5732	2000
2093781662	8665	1996
221013022	5559	1997
2167398159	7599	1997
2083891264	6408	1995
1341781754	5102	1996
2132628969	6290	1997
286491275	5216	1996
2139808041	5608	1995
2009231323	15353	1997
207435764	5298	1997
2289542319	16075	2001
241457501	5669	1995
1700622632	10705	2000
2144315049	7149	2000
737083156	19005	1998
1971545919	5414	1998
2280654194	26161	1998
1938495222	5384	1996
249061578	6775	1997
251400376	8869	1998
2166015549	5275	2001
471100315	7740	1995
2096933253	5135	1999
2221630057	7035	1995
2028718872	5192	1995
2133063663	14175	2000
2134743927	7701	1997
1886699248	5560	1996
2085885454	9845	1996
665710553	8114	2001
2030445798	6510	2000
705263293	6914	1995
2123406763	8393	1998
26239787	5449	1999
2159448250	5933	1998
2054361472	14225	1996
2092722072	6003	1998
27377996	12887	1998
2051370814	10240	1996
1966552824	13857	1998
2064022762	6969	2001
2064702577	9560	1996
2292308838	7067	2000
124780864	15926	1996
2131729427	10630	1999
1973832741	12515	1996
1982116827	6693	2001
1959474115	5006	1999
2047672443	7885	1999
2122558961	5532	1995
1732625199	5457	1998
2086024848	9312	1996
1994184177	7299	1996
1484204058	7348	1998
2089929471	5587	1998
2157503142	8017	2001
1923294	7493	1998
2114871345	5752	1997
2221797704	9046	1996
1994957518	8215	2000
1691378598	5353	1997
2029401368	6103	1997
2139798091	6126	1995
1999946934	10008	2000
1689477169	6708	1995
2232962782	12486	1999
2257248747	6292	1998
194212017	7958	1999
2097525001	18062	1995
2152381450	5917	2001
19616975	7353	2001
2110548782	9167	2000
2083359406	5204	1995
156043509	6240	1995
155913550	8538	1995
2125769760	7508	2000
1602076391	5311	1995
2090999600	5234	1997
1348065943	6956	1999
2022374391	7338	1995
1969309091	27774	1996
122224020	7841	2000
2113750386	6230	1996
820547186	18823	1996
1988164005	5145	1997
2236867554	5185	1995
581388257	7387	1995
380982395	5349	1996
1578197613	5720	1998
323452992	5633	2000
2171835640	5646	1995
188375083	9190	1997
2273928781	14300	1997
1309143095	6817	1995
2097071853	6960	1996
1901342555	10873	1995
2166180478	5262	1997
2117045258	9923	1995
2051466693	6285	1996
432516211	8133	1996
2002494966	6396	1998
2021019090	12178	1995
1957692837	19010	2000
1865584588	12450	1998
2155519634	14920	1996
2105004148	5691	1998
2072053836	9919	1995
77808685	11097	1997
2096076171	6355	2000
2227018311	15888	1999
2262107314	5674	1998
2304862606	6242	1998
1998877	7706	2000
2120996014	8322	2000
2132213614	5252	1998
1975721694	6845	1996
725945003	7115	1995
2058489235	5018	1996
1998583907	6033	1997
2075265887	5089	2000
2127405444	5700	1995
2116510304	11401	1996
2049714684	5954	1998
1991508122	5317	1996
2114063800	14557	1997
2036635071	6261	1995
2097409745	9239	1997
1556180360	9064	1995
735010651	5208	1999
2302654165	5213	1999
2174214905	6916	2000
796906419	17041	2000
2337375338	8565	1998
1983099511	6580	2000
2103604134	10553	1997
2104840305	7466	2001
2062514509	5319	1998
2016135216	6068	2000
2029196934	11957	1996
58066528	8849	1998
2224821081	5772	1997
2227171322	6892	2001
2146176311	5090	1995
2041929413	7336	1996
2010142017	14427	1996
51919298	5714	2001
318614452	5185	2001
2017307815	9792	1996
2251602305	5752	1998
1632827390	5728	2001
259477981	5069	1997
2152766206	8465	1998
229653955	5332	1999
2180496066	8303	1998
2129218794	5655	1998
688553656	5904	1999
2302614160	5822	1995
2141500565	6074	1996
2121717666	9442	2001
1932375246	7319	1995
2220716515	6086	1997
1921438308	6539	2000
2148877290	6091	1999
182586644	5964	1996
2298985079	5782	1997
374615577	5762	1998
182208903	10642	2001
511526681	8573	1995
1249814205	6721	1997
2055936324	9844	1998
693386654	6731	1995
2144758678	5343	1999
1930458956	7719	2000
2137954436	5228	1997
2117980845	6786	2001
873588142	7225	2000
699532511	5383	1996
1823611366	5790	1997
1809020533	5909	1995
673128878	11095	1997
2156595932	15375	1996
2242086647	9560	1995
694919984	7586	1999
2077818248	5482	1999
1896556189	8073	1997
208660611	5645	1998
1280772218	8544	1999
1991626505	6938	2001
137115788	15585	1996
2102506834	5134	1997
337305182	7657	1996
2193326017	33611	1995
2047404899	7596	2000
365995232	5526	2000
324251231	7381	1995
2052933392	7651	1995
1615293024	5422	1996
1651920689	5986	1995
2050403349	5079	2000
1970416684	7233	1997
2113576682	5045	1997
2043704745	6875	2000
2075335469	5170	1996
2056275757	11980	1995
300690800	7217	1996
2134493057	17875	1996
248099055	7586	1996
2171600962	6385	1997
2125250642	8993	1995
715262525	5485	1996
90819427	6941	1995
2149334469	26759	1995
155174508	7349	1998
2159255402	5047	1996
2097504463	6334	2000
220505667	12568	1999
2052648321	13152	1995
1860503938	9939	1999
1600658949	8712	1996
142437265	5062	1997
2137830127	6953	1996
2312038845	5143	1999
1976698169	5788	1997
2132264901	10316	2000
2165875728	5195	1997
1979982182	29838	1995
2136846543	7079	1998
1897286405	5673	1998
32291330	22063	1995
2058905646	10766	2000
102275141	5988	1997
1964712019	5638	1997
2261289441	9378	2000
2239649140	5751	1996
2098709335	6745	1996
2272473834	9060	1996
201525477	6785	1998
2309064216	5054	1998
2230735460	5589	1996
40084183	6116	1998
312851960	8445	1995
2041382041	6211	1998
2153512210	5769	1998
328544140	5263	1997
730606565	6089	1996
2249091862	6461	1996
1985646051	6322	1995
1085528843	6804	2001
335564642	9146	1996
2168516242	7676	1998
2097229322	5422	2001
335748215	5386	1995
2233053262	8992	1995
2121122700	6252	1998
1414181546	13539	1996
2159289213	5035	1997
1908765108	6543	1996
2294583727	7107	1999
2157086078	5452	1998
2133226413	7893	1995
2060185383	5374	1999
2126325751	9842	1995
2011214058	5269	1996
2303769678	8925	1996
2069070276	6129	1998
25124262	9139	1998
2021786821	8008	1996
2145207705	5585	1995
2223019106	10840	2001
621040965	9325	2000
1976481696	11695	1995
2332151209	5294	1995
2069823192	5876	1998
1087034766	6884	1995
33574431	7934	1998
171990309	8790	2001
2039141734	19009	1995
2307406668	6436	1995
2168418084	9528	1995
2311737669	13480	1995
1224249846	9317	1996
2160478608	6787	1996
2006939563	5789	1995
2003638418	9878	1997
682379940	15762	1996
2281909468	9876	1996
1948672320	5451	1995
1911354308	5171	1995
2312959038	5165	1997
2117433162	5448	1998
652679987	9540	1998
2105380404	5144	1999
1993729183	6462	1995
1990821640	5053	1998
2110250596	6902	2000
2047086083	33258	1998
2152053248	13926	1997
2208245595	5813	1995
1967750499	5419	2001
2005007123	5817	1999
2126056381	9870	2001
2161477694	9180	2001
1984268895	5874	1995
706561411	6548	2000
2164010034	5484	1995
2267638323	7431	1996
2044882565	13257	2000
2018590209	6352	1995
77645433	6774	1999
2295034103	10652	1996
2171483169	10065	1995
2076223242	6829	1997
2331844753	5166	1998
2271536143	11271	1995
2165845073	10058	1996
117549901	5456	1999
1373137650	6636	1999
19391519	5400	1995
2130831851	5562	1999
580757126	6231	1996
720798224	5108	1998
2089290244	5245	1995
2025582163	5692	1996
2052109716	8608	2000
2280075228	12755	1998
2109961709	24658	1995
2114242159	14179	1997
729891979	12630	1996
717513411	5714	1998
1941402522	10633	1997
2116657824	5695	1999
2213557064	8592	1997
1261795558	13585	1997
2083273264	8034	1999
160481716	6605	1996
2186137119	6668	2001
2168630066	8100	1997
2156322132	7364	1995
2003585771	6925	2001
1998036992	6531	1996
1972972177	5679	1995
2291672056	5506	1997
135492256	5571	1999
2141016931	5326	1999
2103000628	7290	1995
2017949077	5323	2000
216625234	10938	2000
2019884299	7920	1998
2106297092	5440	2000
2341257800	8705	1995
2170778494	5321	1997
2133073743	11831	1995
2149781017	5226	1995
2110301969	7623	1999
2027055676	9023	1999
2159933393	7361	1996
8905786	6863	1998
7233622	6500	2001
2076380449	5395	1998
2156592883	5450	1996
1991615509	5161	1999
642640030	8906	1999
2095987725	5447	1996
173839695	6820	2000
2140092859	41509	1998
120720947	13133	2001
1162267876	13044	1995
2270068173	10931	1997
2251033988	9073	1996
2158101027	5310	1998
1985963267	12380	1995
1555037430	7026	1996
2054682710	13857	1996
667858209	6619	1997
2305243664	18813	2000
2127368944	5510	1998
2133488998	8619	2001
1570052640	5751	1997
115592320	5371	2001
2012695753	6009	2000
2069607325	9780	2000
106251737	7987	1996
2323627391	5933	1995
2135171891	6048	1995
660241473	5434	2000
1743878486	16482	1996
2301497283	5000	1997
2096272484	5240	2000
2150532105	7933	1995
2016969153	9668	1997
676973617	6531	1996
2105972508	6459	1996
2303616703	10063	1998
116518045	5183	1998
2025299455	6993	1995
2004950555	6811	1998
2166435812	7394	1996
246462544	9218	2001
2165693202	8153	1998
40573743	5746	1997
1257733752	6615	1995
1965684234	5064	1998
251604684	11070	1996
1963880537	5896	1998
1994263783	8060	2000
2112161334	5061	2001
2133436190	5568	2001
2116756368	5273	1998
2009360221	7130	1996
61656001	8208	2001
2158821621	12168	1996
242611019	5131	2001
1973089578	14813	1996
2170036040	5718	1998
2112824674	6289	1998
2191818565	8078	1996
432632804	9182	1995
1276683519	6358	1995
391530024	14614	1996
1990333799	7626	1997
2135883365	5051	1998
221176770	8096	1998
2124713059	6769	1996
2308325746	6958	1997
2020590402	6583	1999
2103675824	5088	1998
285482286	7112	1996
502273951	5390	1998
2270393473	5788	1995
2154623597	5745	1996
2225373747	5113	1997
250584494	5441	1997
2232765841	5112	1997
139358565	6944	1995
185179876	6696	1996
2138800916	10374	1996
181808162	7925	2000
1918482174	11286	1999
404133821	5027	2001
2075210812	6652	1996
256896790	5831	1995
2114029635	13248	1997
1952490383	5494	2000
2271638078	8441	1999
2146563109	5401	1995
75138139	5532	1996
2041946975	7175	1995
2037388807	5019	1995
15177262	11402	1998
2163187369	6360	1998
2127484256	19844	2000
210037152	22101	1998
2119243085	9748	1998
2068788393	13974	2001
37146317	8408	2001
288797460	13193	1996
2060278988	5575	1998
1768947561	6700	1997
2164673255	5084	1996
2108279229	8400	1996
299775663	6056	1996
2017970908	6231	2000
2130014478	7629	1995
2139192710	5547	1996
293594547	6127	1997
1961253000	18041	1998
2021138233	8497	1999
2149762431	7192	1999
2092928472	6135	1999
237112227	20368	1997
2085026782	5093	2001
2023055819	6303	1995
1973731478	8150	1998
270263451	6553	1997
2098020023	7468	1996
1270260300	9055	1997
2052419594	7761	1996
1966076528	20960	1996
2242666520	8262	1997
293367446	5856	1995
2051330903	6556	1997
2188411458	11481	1998
2229209549	5239	1995
194794277	8769	1996
2030452056	8354	1995
2277223812	9035	1998
2305140210	6490	1996
328087761	5195	2001
1995379250	5834	1996
1862760335	6607	2001
1841287056	15628	1997
1981475371	7049	1999
2261448216	6423	1998
181055143	6548	1995
1778697911	7376	1999
2052894389	5274	1998
2250515197	8057	1997
2008104238	8026	1995
2014025530	5877	1996
88244521	6060	1999
2130996983	5497	2001
2311383654	5710	1999
2127072287	8321	1995
254011010	8699	1999
1971025415	7047	1997
730383181	5721	2000
724232450	7868	1998
775450382	5864	1996
2342990662	7766	1996
1815023630	6173	1998
2103509990	5137	1999
2015202180	5968	2000
2083764764	5007	1996
1958098182	12473	1996
2160308409	5548	1997
2141385208	5430	2000
2119815381	5976	1996
1987885832	5197	1996
677684495	9994	1998
2022325681	6063	1997
2105928396	6241	1996
301283286	6203	1997
296565159	5171	1999
2035273997	8061	1996
2051881590	5744	1995
186772830	6091	1999
2033696148	7109	2000
2157245544	5205	1995
112964843	6891	1998
2140705446	5112	1995
2164712241	9729	1997
189397603	5240	1998
2004629565	6217	1995
2304020881	5529	1998
2116294596	8625	1999
668066243	18814	2000
27716386	6643	1995
2186763593	7928	1998
2187853794	7056	1996
2044781512	6894	2000
2135387402	5214	1999
1965004193	5222	1998
1996215293	7971	1997
2017405826	6192	1997
1980624180	5991	1998
2307294189	16680	2001
205797508	5039	1998
2015019233	6647	1997
2140068088	6678	2001
2024539319	7808	1997
2043502941	6135	1995
294022632	16916	1999
2132751721	5735	2001
1936126667	6449	1995
1965482767	5437	1998
2100009208	5675	1998
2304770342	6405	1995
2096569539	5532	1995
2151190238	10565	1996
549997522	6491	2001
2049499784	6996	1998
2168483730	13398	1996
2022748257	6236	1998
2144022264	5216	1995
2016554098	6083	1996
2153361637	6517	1998
220773886	6223	1996
2003821499	6812	1995
2061831545	7153	1995
1208012566	8221	2000
2065876321	7756	1999
208194016	6715	1996
2096305272	7267	2000
2059558946	16564	1996
1687139103	5619	1996
2168913253	7522	1997
2150161077	5732	1998
2123805237	5665	1996
2061891535	11086	1998
346809639	15778	1997
2035575840	8056	2001
288022823	7396	1996
2011912428	10354	1996
94095279	7656	1999
2127565034	6791	2001
2034881558	8043	2000
1799837967	5051	2001
99770489	5257	1998
2172034428	5004	1995
2197779906	5342	1995
2159077351	11553	1995
2232015664	12769	1995
1578283953	5601	1998
1839893645	11422	1995
2115918344	5144	1999
1996151347	5256	1997
1959908106	5567	1997
119671591	5015	1997
253427167	6470	1997
109253723	12214	1996
2311171684	7129	1998
1976264487	5210	1995
1945000466	8864	2000
245513874	7731	1995
2165724187	7249	1996
341001588	9606	1996
2119158852	6616	1998
2139036161	5583	1998
2027665134	5336	1995
813754510	8905	1998
2117815852	5051	2001
1973547172	8242	1996
2179546636	5430	1995
2013174879	5516	1997
2054334115	6809	1996
230775963	11175	2000
642916651	5899	1996
1253222157	5151	1995
2256382819	6475	1996
2004109593	8705	1995
2065148013	6647	1995
2140057979	6786	1995
267042886	5737	1998
2072140235	13269	2000
30074376	9784	1998
2200687103	7628	1997
2118922097	6799	1996
731971928	7580	2000
378662521	9684	1999
75164363	5555	1999
2056355882	14318	1998
2246829385	5106	1998
849008614	7175	1998
329072426	5032	1995
1995146338	9059	2000
2017532309	27614	1997
2160055782	5183	1998
2111663429	5517	1998
2218512583	5313	1995
293896549	5110	1996
2156230967	7650	1996
2307821730	9713	1998
2080844218	10011	2000
1247528443	6414	1997
1549134639	13143	1997
187436786	7384	1997
2042157145	6410	1997
1656803024	6957	2000
141585827	6613	1996
2118847836	14136	1997
2104081246	5344	1995
2105990435	5828	1997
215603055	9877	1998
1967035370	6826	1998
1913886782	12397	1998
2151189342	8069	1999
1788702844	5194	1996
268444295	5082	2000
2075973261	7191	1998
692491378	17307	1995
1280289014	8056	1998
1470608569	5617	2000
2251706623	9269	1998
2081271029	5798	1999
2110051442	6140	1995
61488236	5790	1995
2229297019	5757	2000
2223197550	6915	2000
159711177	5502	2000
2155226787	5367	1995
729165723	6246	1999
2028015276	15112	1995
245044717	5849	2001
1937562495	9247	1997
110603242	5939	1996
