06CB40E7	4
0BF15E54	1
8486A2B9	3
74BC42F9	5
7E3174EC	3
7E6130B8	1
811E188E	3
7D4D49A9	1
06FF61AF	1
03A54F4B	1
82AD3BFB	2
862DAABC	1
855CD84A	1
81E7C7D2	1
80D46FD6	2
83640075	1
863AF95E	1
751851D1	3
75BDDECB	1
765C138A	2
7EBE6A0B	9
7EA1843B	1
7E010E5A	1
7D5DA3C8	1
817B1948	1
7DDFFD9C	1
80C75D8D	8
7D9A5A52	2
7D9B5BC0	1
863A2267	1
85D9D830	1
76D9BB40	1
8320F383	1
791F6BEB	1
7F6AC5AA	3
810DD046	2
801471F4	1
8090FD79	1
82B94081	1
7E288982	2
056904C2	4
7D9AA2E6	1
79A68260	1
7D9E22A8	1
784D2F31	1
75A6DDED	2
813A2F42	1
8639FDFB	1
84DBEFA2	1
7D975622	1
7E9CF064	1
7BFF18FB	1
49718A5B	1
8163B2C7	12
81DCD381	1
59240918	4
2C0C94A9	12
82CF12F0	1
7EF0FB60	1
27BCEADF	1
7F128FE8	1
8622E751	1
81484844	1
7EECEAB0	1
2ACB5E07	3
8626C269	1
7EFD9516	1
08DB21A5	1
7E74F4FA	3
7CA6D35E	3
7F942F46	6
7E60AA0C	1
85B533FE	1
86349B76	1
7D26E053	2
75D1E1EF	1
27AD82AF	1
5B234A08	1
78AC8A67	1
7E767A16	2
862681D8	1
7F8A7DFA	1
7DD98B87	1
13D8FB1E	2
79AB5AA7	3
7C9FC702	1
803E50DC	1
74375604	2
7D312776	2
84A6885F	1
81941AC8	1
84EA7F5C	3
810851E5	1
862DA948	1
8163B89A	17
73053BAB	1
7FF28EA3	1
7DDB6823	2
863A0020	1
8540DF12	4
58333E64	1
7CCE663C	1
7A5BEB96	3
7F63D1E8	2
7FE848BF	1
46B818CB	1
7C60CAB1	1
7B96EBF9	29
8162391C	1
7CEE0D07	1
7F295D9E	19
7E7E5A70	1
81497A93	1
7DB772B8	3
7E103DC4	1
7C13FF9E	1
863ED3CE	1
79E87EE0	18
78F162A7	1
72FFA959	6
006B84F2	2
29B955DD	1
80FB75AB	1
84A3A359	7
0FEEF2ED	2
7D780AAF	3
8568F989	6
8114A4D3	14
7F60458E	1
8066D314	10
4B4575FA	1
86251DD0	1
8584916D	1
7F301D05	1
86368F5C	1
8370D239	1
7F7D2CA2	1
77579E87	1
86313F5E	1
80DA6A7B	1
86236F4D	1
7D6BBB80	1
12D00326	1
81F2A88E	2
7F94A4ED	1
855905F2	2
7E16FE75	1
119E0038	1
7DB1AE55	1
810B0996	1
81768CA2	1
85309B27	1
803FA8A1	1
7964CC87	1
80C51D0B	1
750A29F5	1
7D3D8EA0	2
817A2B68	1
140195B5	1
077076C0	1
80B4541D	1
863E6BF7	1
7E7CA927	3
7734DEED	1
8638659E	1
7D025AAE	1
283A26B7	1
781AC471	6
81DE967C	1
03FFF78F	3
7E448B3B	1
7F95CE90	1
00880845	2
81E8F309	8
80EC5999	1
7F6479C6	1
79ACDC63	1
72F4009C	3
81A5DE79	1
7E4E718C	1
809524CE	8
8506FDA2	1
51151F04	1
7D1D6680	1
7F28A495	1
7DAE45E8	2
7EC88256	2
7D61F893	1
858AAC4E	1
7ED7FA69	5
828DD110	2
7B7AC584	1
76C10985	2
8623585F	1
32CD1F54	11
830E5C04	1
015AB990	1
7F20686A	1
7D8F09C5	2
7D69E101	1
7D139DA9	1
7D096B3B	2
862DEC37	1
81C19A94	1
862EE87E	1
80A77EC6	4
86398E99	1
817EB2B5	1
80E41C90	1
863CD6C0	1
1084B13F	15
7F386913	2
7AA552E1	1
45B76EFB	3
7A522A2F	2
76C41E84	1
7F5A23F7	1
7997E277	1
7489A5BB	1
4A47D0D5	1
114D8AB7	1
01997CBE	1
81441CF4	1
73BA178E	1
7DEBD08A	6
80675268	6
8631618B	1
0E0A588F	1
8625E674	1
85266BB4	2
863EAB14	1
852FA1E1	1
8257D1C5	1
7F76C55C	6
7E01F188	1
7E69BE3D	1
7E9C4FD4	1
86371331	1
7AE4F436	1
7A4D0004	1
7D23A449	1
8584A59D	1
2C14432F	10
7A0730E3	1
7DE7F71E	1
7F8B6A72	3
7F866354	1
7933A00D	1
7D0EF00A	1
850A9E7C	1
808403AF	1
855F7B48	1
0CE50ECC	1
7F990360	2
7DEF2562	2
6FE822E2	1
665BF3AC	1
84D6AB83	1
7BC880EA	1
75989A82	1
80E79A4C	1
83321D62	3
82347DAE	1
774BA42C	31
7651760A	1
0976654C	1
7FFEBD32	2
0B08E662	1
8025B10E	4
84337CF8	1
066D0AF7	3
85D6CFCD	1
7FE09175	1
8414D5D9	1
862D6136	1
80028CAD	1
7FA7C5AC	1
863C7B53	1
7D1FDFBD	1
79A0445F	1
08318375	2
81357EAE	1
813A2D1E	2
844C4545	4
7EDC5368	1
01A6ADCB	1
775E803F	1
863354A5	2
7D01D6D8	1
807190D4	3
470D856B	1
7FAE303B	5
810F726F	1
802FFA91	3
7E1C299B	1
7ED59043	1
7D394C3D	1
78792384	3
158219C6	3
810A7246	1
852369B1	1
7A2F6F68	1
82574DB7	1
84226611	4
7CFD667F	1
0BAE58B5	2
8011FDB0	2
7D065F38	3
828CAD11	1
7657F30F	27
7FAC3DBE	2
75AAB8E7	2
7D58A3F9	1
8085F874	1
851F92E7	1
8133BC8F	1
862CF76F	1
7A3331DD	2
7FA52BDB	20
79A2F57C	4
7747A242	1
758C247B	3
17233D50	7
773131FA	1
76832526	1
6ED3B9B5	1
78BC1653	1
7EA6C455	2
7E456CDA	8
7DBD40D7	10
7D0F1BC2	10
7E93482F	2
862AE1E5	1
8114C9C3	1
7FF11D2C	20
7EA83C73	1
7F454C7D	1
8218531B	4
70D7055D	1
82AF7A9F	1
85786162	1
7FC51C30	3
0E595D32	9
80ED2575	1
854A0A65	1
09378F7B	1
86353C5C	1
8629AFA3	1
6CD02ED0	1
7CFEF4D0	1
72E201AD	1
7CF2950A	5
84E27226	1
7C94BE30	1
7D765AFB	2
84061E3E	1
80B8B471	8
7DC85764	1
7C871A73	1
8179F1E0	1
056D47A3	2
49D028B7	2
863BBDB4	1
80E9B5BA	1
0673A0FB	1
862DEE37	1
8198231E	1
7E35C410	3
806A3312	1
7D347A8B	5
75971682	4
821C4EF7	3
7CFBA2E9	1
7DF2DE66	3
8625EECB	1
1DEF38CD	2
863081C4	1
49DFD54F	4
8635B30E	1
7CC7050D	1
73B7739A	6
7E0C809A	2
8482EDA2	1
690E2C68	3
274010D5	2
7F1C8164	1
164B0C16	1
85886CB1	2
68C32669	1
862F5FFE	3
808EE62B	2
86282B6A	1
11D4B453	9
4C1180DB	1
70984B0F	2
815E102A	2
7E9BA2A3	1
7ECE090F	1
7D6DEDB1	4
7F861E1E	1
7B5EF654	1
7DB0C1A7	13
7F2769D4	1
5DC2A529	1
82B4D079	1
7F3AD087	1
099205AD	4
81A373E3	1
770DC5EA	1
0C81419A	1
7A7FB98B	1
8326BC06	2
8635BFE7	1
80571127	2
841896CC	1
769ABD02	1
55965572	1
862DACD9	1
77A407F5	1
7F39448E	1
7C71FB68	1
76CF0B72	22
7EBBBF58	4
7FB63054	1
862DECE0	1
7F8A3E9E	1
7DE14118	2
804ABF55	1
7E8050D9	1
77C8AE3C	1
3612B5F7	1
7D55CCF1	1
8625ECFB	1
82798396	1
7EF38DB5	7
806DBE1F	3
295A2851	5
7F14E5DD	2
18E6F096	1
84C5421A	1
8634C320	1
80580AF0	1
85C637DA	1
75DD2BF8	1
8628DBE2	1
16E11179	25
7F62D6F0	1
7DBF3557	1
7F29910E	1
04886638	1
7DB4B0AA	2
790690C9	1
6D9F730B	1
7E87AA92	8
8639D78C	8
419AEE32	1
862F5D51	1
7E7F5A94	1
86377C0D	1
80A597CD	2
80CB3625	1
7EBAA7DA	5
0F9CCC51	1
157212B0	1
807F249B	1
81F5EA0A	1
85779F3D	1
00C3E611	3
27AE3ECD	3
7FFBAC7B	1
7C36AB11	2
79ECD49D	1
7E1E2C3F	1
7AE64316	1
1A07433B	1
12F27EA4	2
7F735E6A	1
12ECB2B4	4
26CE9F84	4
8004A59C	1
76C34F6F	1
84FD64C4	1
4EF43BE9	1
845E3AEB	2
7F62FAE1	1
7E18E605	1
77A06B75	1
4AE0C86F	10
7DA6233A	1
7D29C867	1
7F3AF657	6
8517F4DA	1
8171B5EE	3
777418EF	1
862E45EB	1
846133E9	1
7606CC7B	2
7FA7024E	1
794F4D2E	1
81828116	1
85A02971	1
753FE01B	1
781185B7	1
7EE5254A	5
86293921	1
777B02D5	1
861F5E60	1
7F548C5A	1
85210E52	1
7D9CE456	1
785451D5	1
7BB3DC32	2
483AC02E	8
78E07205	1
86216674	1
81A39AB1	5
86344B14	1
8016C043	2
76BF282C	1
7CA60200	31
7E3B61E9	2
810F1942	1
8085CC15	1
0E5FC3CE	2
81015D42	1
7DB3A3CE	1
7DB66B01	1
82BA736C	1
862FEFCA	1
671ED45B	3
7F1F05E7	1
853C5A36	1
756D31EF	2
80967505	1
82396143	1
77F74EE6	3
803CAA64	1
8482C797	1
0F7E81A3	1
7F742D2D	1
851C05AA	1
7663B310	1
7D4FEA08	1
0935CA7B	5
7ABC6036	2
811B944A	1
80133796	1
7E7C871C	1
8187A14F	8
806827F6	1
7E047D88	1
0775358E	2
144323B8	1
09B135DF	1
86279BF0	1
808EBFA4	3
7B2715A0	3
80C13D74	1
75C36661	1
7EB8EDD5	1
7704872B	1
862DD68E	1
7E2C427A	1
84E554D6	1
80B4BE60	1
1171206F	3
7FB2F329	1
77219F37	1
748F6848	1
8633C638	1
363BCD5C	1
862262C8	4
7D11D36B	1
861F752C	2
6A870FD9	1
13170639	5
0AEC6FE2	2
7817453D	8
7BFE4032	1
7F2F8CE6	1
80B9D9AC	1
75E6DD9D	2
811BD523	1
7D095A21	4
86315566	2
845CD2BA	1
7A590716	1
7B8B5DFE	6
7F8F328A	1
7B19A464	1
802B45BE	1
7E45E1E3	3
43395952	4
0B64F37E	19
8108EAD8	2
7F053159	3
84241363	1
7E538DEC	2
80A003E1	1
81EC07C2	1
863B7079	1
863DCD22	1
767B1042	1
7D4A852D	1
861EF9A3	1
823D4097	2
77CE782E	1
072A4BA7	1
7D309290	2
7CFCFE7F	1
86362C73	1
7EA227CF	1
7EBCD740	2
783F8ABA	1
7F550CC6	1
11674B42	3
0EE02160	2
7FCCAE6A	2
862BE4EF	1
7DCF2599	1
7DBAB0A1	1
79F0A773	2
7C5C0ADA	2
817152CF	10
862BECEC	1
7E648C65	2
793462FD	1
862B98EE	1
7DDBFECE	1
7FC3CD0B	3
3723CD22	5
7B4167CC	1
849E1047	1
84852F38	2
7E385463	1
70C4521A	1
71B15E73	3
7F130945	1
82A3E936	1
8152C980	1
7D895CA5	6
01685ADF	1
77EAD91F	2
8016A8CE	2
78C85897	1
862F45F9	1
43A89113	1
7565E0EB	1
0D58793B	1
1482D248	1
0158FA97	10
7F139717	1
8101B7B4	1
5F994A6A	1
80D7E5E9	3
7EEC4E39	1
8213E0CB	1
7747E98D	5
7ED702BA	1
58784F33	2
07DE9134	1
797A5780	1
074505C7	3
8242D57B	1
75741F6A	3
7DD2A85F	5
762313DC	1
7D795E6F	4
80B87475	3
8100A71F	7
0E4E8F64	3
04F5C8B6	1
290B3CFF	1
7FADCFE6	6
861F1274	1
863E2F8D	1
86398CF1	1
13F1C5D8	1
0ECB62B1	4
82CFB20B	2
86341AC8	1
862010C8	2
7FA79753	1
8622D0A1	2
80911318	2
7F787078	1
7D410EAB	4
78FF148A	3
66711796	1
862900B1	1
7FD2AC34	2
8517276D	1
84D6CA49	1
7F91F176	2
862888F1	1
8073D87D	6
7F251EA0	1
817576C9	1
0102D431	1
862C323B	3
8001DB5D	1
7DA22ED6	1
7D223347	1
7F243EDD	1
0097AE12	20
7D389768	2
7A4D6BF6	2
8157E187	1
7FFA170C	2
80DE24CC	2
863187FD	1
7ABCF093	1
7E598E2A	1
025803A4	1
63A31527	1
8620B0A2	1
73717CEF	3
80B39721	6
7F3ACC11	1
0AEE42C0	1
77D94D60	2
78AC4F93	1
7628D9A2	3
86324F16	1
7DD7596E	3
84B4A434	1
7EB9E095	2
8634411A	1
8582EA1C	1
863CD9DF	1
7F159134	4
7DC3E1B3	6
7E6724BD	1
75D12588	3
14D8575E	3
4BB2FEE6	1
1EAFC7AC	20
85020791	1
7AAC14DC	1
13FE6DF6	4
7DF40CAE	1
81E429C9	1
7FC662BE	2
815D83F7	2
7F3F8162	2
8045B852	1
7E23DE8C	1
7EA8095A	1
7F530F00	1
1382A06F	1
7F876831	1
862B28FB	2
77F94743	2
86268CFC	2
8538D3B3	2
3B7074BF	2
7E901192	2
799C3301	1
7DE1EB3C	1
7FB79652	1
7E246245	1
7F443C36	2
86369000	2
7DD7D001	3
862A1F93	1
7D5E0EB0	2
7EC2CBCA	3
7D755FFE	2
1F0864A7	3
807B8391	1
7992008E	1
7FA28EAE	3
173C0ADA	2
7F83E646	1
4A7FB292	1
7FF9894A	1
80963971	1
4A1E7ADA	2
84DF32E6	2
7B306A2F	1
757DB1E7	1
7E0621C7	1
7DFC59F2	1
862C0F1C	1
81C216BE	3
7E091410	1
203C10B1	2
7E28D7FD	1
7DD8439A	1
7B5DC8CA	1
13C3B0AA	1
7D96A5BE	1
86263339	1
0477DF6D	1
7DE1A4AD	9
81742F3D	1
86208F3B	1
77D60AB1	3
7F9A1D64	1
2F997E03	8
86271C81	1
7ED87860	2
86312A5E	1
28B47E00	1
751A87B2	4
